key,category,chapter,severity,issues,question_text,correct_answer,solution_steps
qa-3946,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"If an equilateral triangle of area X and a square of area Y have the same perimeter, then X is",C,"Let each side of the triangle be a cm and each side of the square be b cm. 2233Then, X and Y , where 3 4 , . ., .44 aa b a b ie b= = == \ 2 239X and Y4 16 aa== 3 4 ab = 2 2 22 23 1.732 9Now, 0.433 and 0.5625 .4 4 16 aa aa a== = \ X < Y."
qa-3948,Arithmetical Ability,Area,critical,repeated_operator_fragment; detached_digit_array,The ratio of bases of two triangles is x : y and that of their areas is a : b. Then the ratio of their corresponding altitudes will be (S.S.C. 2004),C,"1 2 1 2 1 2 xha b yh × = × 1 12 2 .h aybxh ayh h bx= | = Ratio of areas , Ratio of base :a xyb == Hence, h1 : h2 = ay : bx."
qa-3949,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"If the sides of a triangle be in the ratio 2 : 3 : 4, the ratio of the corresponding altitudes is",D,"Let the sides of the triangle be 2 x, 3 x, 4 x and their cor - responding altitudes be h1, h2, h3 respectively. Then, 123 111 234222 xh xh xh× × =× × =× × | 123 3 2 (say)2xh xh xh k= == | 12 3 2,,. 22 k kkhh h xxx== = \ 123 2 21: : : : 1: : 6:4:3 .3 2 32 k kkhhh xxx= =="
qa-3950,Arithmetical Ability,Area,critical,repeated_operator_fragment,"If the side of an equilateral triangle is decreased by 20%, its area is decreased by",A,"4Let the sides be cm and (80% of ) cm cm. 5 xxx = Then, initial area 2 2 2 16 33 34., final area .4 4 5 100 xxx = == 2 2 22 2933 16 3Decrease in area cm cm .4 100 100 xxx=− = 2 2 93 4Decrease% 100 % 36%.100 3 x x = ×× ="
qa-3951,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"If every side of a triangle is doubled, the area of the new triangle is K times the area of the old one. K is equal to (R.R.B., 2003 )",D,2 22 12 1 3 33A and A (2 ) 4 4A .2 22a aa= = =× = \ K = 4.
qa-3952,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,Two isosceles triangles have equal vertical angles and their corresponding sides are in the ratio 3 : 5. What is the ratio of their areas?,C,"Since vertical angles are equal and corresponding sides are proportional, the two triangles are similar. So, the ratio of their areas is equal to the ratio of the squares of their corresponding sides. \ Ratio of their areas = ( ) ( ) 2 2 39 9 : 25.254 x x =="
qa-3953,Arithmetical Ability,Area,critical,repeated_operator_fragment,"If an angle of a triangle remains unchanged but each of its two including sides is doubled, then by what factor does the area get multiplied?",C,Original area 1 sin .2 ab=θ New area = ( )11 (2 ) 2 sin 4 sin22 a b ab× × θ= θ = 4 × original area.
qa-3954,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"In the given figure, ABCD is a rectangle with AD = 4 units and AE = EB. EF is perpendicular to DB and is half of DF. If the area of the triangle DEF is 5 sq. units, then what is the area of ABCD?",C,"Let EF = x units. Then, DF = 2 x units. 211 5 2 5 5 5.22 EF DF x x x x× × = | × × = | = | = \ DE = ( ) ( ) 2222( ) ( ) 2 5 5 25 5 unitsDF EF+ = + == \ ( ) 2 2 22( ) 5 4 9 3 units.AE DE AD= − = −= = AB = 2AE = 6 units. \ Area of rect. ABCD = AB × AD = (6 × 4) sq. units = 24 sq. units."
qa-3955,Arithmetical Ability,Area,review,raw_backslash_separator,"Four equilateral triangles are described on the four sides of a rectangle with perimeter 12 cm. If the sum of the areas of the four triangles is 10 3 cm2, what is the area of the rectangle?",B,"Let the length and breadth of the rectangle be l cm and b cm respectively. Then, 2(l + b) = 12 or l + b = 6 or b = (6 – l). Sum of areas of the four triangles = 2 2233[2 2 (6 ) ] (4 24 72)44 l l ll+ −= −+ = 23 ( 6 18).ll −+ \ 223( 6 18) 10 3 6 18 10ll ll−+ = | −+ = | l2 – 6l + 8 = 0 | (l – 4) (1 – 2) = 0 | l = 4 or l = 2. Hence, length = 4 cm, breadth = 2 cm. Area of rectangle = (4 × 2) cm 2 = 8 cm 2."
qa-3956,Arithmetical Ability,Area,critical,empty_layout_braces; repeated_operator_fragment; dense_number_sequence,"The dimensions of the field shown in the given figure are AC = 150 m, AH = 120 m, AG = 80 m, AF = 50 m, EF = 30 m, GB = 50 m, HD = 20 m The area of this field is",B,"Area of the field = ar ( DAFE) + ar ( DAGB) + ar ( DBGC) + ar ( DDHC) + or (trap DEFH) = 11 1 22 2AF EF AG BG CG BG × × +× × +× × ( ){ } 11 22 DH CH DH EF HF+× × +× + × = 11 150 30 80 50 70 5022 2 × × +× × +× × { } 11 20 30 (20 30) 7022 + ×× +× + × [ CG = (AC – AG) = (150 – 80) m = 70 m, CH = ( AC – AH ) = (150 – 120) m = 30 m, HF = ( AH – AF) = (120 – 50) m = 70 m] = (750 + 2000 + 1750 + 300 + 1750) m 2 = 6550 m 2."
qa-3957,Arithmetical Ability,Area,critical,repeated_operator_fragment; dense_number_sequence,The readings in a field book are: It is subsequently realised that the distances to C and D had been interchanged by mistake. The are of the actual field would be,A,"Interchanging the distances to C and D, the field may be drawn as shown in the adjoining figure. D G F H B A C E We have : AB = 40 m, AF = 30 m, AG = 20 m, AH = 10 m, CH = 30 m, DG = 20 m, EF = 30 m. Area of the field = ar (DAHC) + ar (rect CEFH) + ar (DBFE) + ar ( DBGD) + ar ( DAGD) = ( )11 22 AH CH CH FH BF EF × × + × +×× 11 22 BG DG AG DG +× × +× × = 1 1110 30 (30 20) 10 30 20 202 22 ×× + × + ×× + ×× 1 20 202 + ×× = (150 + 600 + 150 + 200 + 200) m 2 = 1300 m 2."
qa-3958,Arithmetical Ability,Area,critical,empty_layout_braces; repeated_operator_fragment; raw_backslash_separator,"The measurements of a field are as shown If the total area of the field is 27500 sq. m, then the value of x is equal to",A,"The field may be drawn as shown in the adjoining figure. We have: AB = 400 m, AF = 300 m, AG = 200 m, AH = 100 m, EF = 100 m, CH = 50 m, DG = x metres. Area of the field = ar ( DAGD) + ar ( DBGD) + ar ( DBFE) + ar (trap CEFH) + ar ( DAHC) = 1 1 11 2 2 22AG GD BG GD BF EF × × + × × + × × +× 1() 2EF CH FH AH CH+ × +× × = 111200 200 100 100222 xx ×× + ×× + ×× { } 11 (100 50) 200 100 5022 +× + × + × × DG F H B A C E 100 50 = (100x + 100x + 5000 + 15000 + 2500) m 2 = (22500 + 200 x) m2. \ 22500 + 200 x = 27500 | 200 x = 5000 | x = 25 m."
qa-3959,Arithmetical Ability,Area,review,raw_backslash_separator,"A field in the form of a parallelogram has one side 150 metres and its distance from the opposite side is 80 metres. The cost of watering the field at the rate of 50 paise per square metre is (R.R.B., 2006 )",C,Area of the field = (Base × Height) = (150 × 80) m 2 = 12000 m2. \ Cost of watering = ₹(12000 × 0.50) = ₹ 6000.
qa-3961,Arithmetical Ability,Area,review,raw_backslash_separator,"A rectangle and a parallelogram are drawn between the same parallel lines on a common base of 10 cm. If the perimeter of the rectangle is 36 cm, then the area of the parallelogram is",B,Let ABCD be the rectangle and ABEF be the parallelogram. Let AB = 10 cm. BHA CFD E 2( AB + BC) = 36 | BC + 10 = 18 | BC = 8 cm. \ Area of ||gm ABEF = (10 × 8) cm 2 = 80 cm 2.
qa-3963,Arithmetical Ability,Area,review,raw_backslash_separator,"A parallelogram has sides 30 m and 14 m and one of its diagonals is 40 m long. Then, its area is",B,"Let ABCD be the given ||gm. A B CD 40 m 30 m 14 m Area of ||gm ABCD = 2 × (area of D ABC). Now, a = 30 m, b = 14 m, c = 40 m. \ 1 (30 14 40) m 42 m.2s = ++ = \ Area of ABC ( ) ( ) ( )s sa sb sc∆ = −−− 2242 12 28 2 m 168 m .= ××× = Hence, area of || gm ABCD = (2 × 168) m 2 = 336 m 2."
qa-3964,Arithmetical Ability,Area,review,dense_number_sequence,One diagonal of a parallelogram is 70 cm and the perpendicular distance of this diagonal from either of the outlying vertices is 27 cm. The area of the parallelogram (in sq. cm) is,C,"Let ABCD be the given ||gm. Let AC = 70 cm. Draw BL ⊥ AC and DM ⊥ AC. Then, DM = BL = 27 cm. Area of || gm ACBD = ar ( DABC) + ar ( DACD) 11 70 27 70 27 sq. cm 1890 sq. cm.22 = ×× + ×× ="
qa-3966,Arithmetical Ability,Area,critical,repeated_operator_fragment; detached_digit_array,"Two equilateral triangles of side 23 cm are joined to form a quadrilateral. The altitude of the quadrilateral, thus formed, is equal to",A,"Clearly, a parallelogram is formed as shown. 2 3 2 3 2 3 2 3 2 3 Area of the || gm so formed = Sum of areas of the two triangles = ( ) 2 22 2 332 2 3 cm 2 12 cm44 6 3 cm . × × =× × = Let the length of the altitude be h cm. Then, 23 63 3 c m .hh= | ="
qa-3967,Arithmetical Ability,Area,critical,repeated_operator_fragment,"If a parallelogram with area P, a rectangle with area R and a triangle with area T are all constructed on the same base and all have the same altitude, then which of the following statements is false?",B,"Let each have base = b and height = h. Then, 1P ,R ,T . 2bh bh bh=× =× = × × So, P = R, P = 2 T and T = 1 2 R are all correct statements."
qa-3968,Arithmetical Ability,Area,critical,repeated_operator_fragment; dense_number_sequence,The area of a rhombus is 150 cm 2. The length of one of its diagonals is 10 cm. The length of the other diagonal is,B,12 2 2 11 150 10 150 30 cm.22dd d d×= | × ×= | =
qa-3969,Arithmetical Ability,Area,review,raw_backslash_separator,One of the diagonals of a rhombus is double the other diagonal. Its area is 25 sq. cm. The sum of the diagonals is,C,2 11 1 1 1 2 25 25 5.2 dd d d× = | = | = \ Sum of lengths of diagonals = (5 + 10) cm = 15 cm.
qa-3970,Arithmetical Ability,Area,review,raw_backslash_separator,The perimeter of a rhombus is 56 m and its height is 5 m. Its area is,B,Perimeter of the rhombus = 56 m. Each side of the rhom - bus = 56 m 14 m.4 = Height of the rhombus = 5 m. \ Area = (14 × 5) m 2 = 70 m 2.
qa-3971,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"If the diagonals of a rhombus are 24 cm and 10 cm, the area and the perimeter of the rhombus are respectively (S.S.C., 2005)",A,22 12 11Area 24 10 cm 120 cm .22dd = = ×× = 1 11 24 cm 12 cm.22OA d = =× = 2 11 10 cm 5 cm.22OB d = =× = AB D C O AB2 = OA2 + OB2 = (12) 2 + 52 = 169 | AB = 13 cm. \ Perimeter = (13 × 4) cm = 52 cm.
qa-3972,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,Each side of a rhombus is 26 cm and one of its diagonals is 48 cm long. The area of the rhombus is,A,AB = 26 cm and AC = 48 cm | OA = 1 × 48 cm = 24 cm.2 OB2 = AB2 – OA2 = (26)2 – (24) 2 = (26 + 24) (26 – 24) = 100 | OB = 50 | BD = 2 × OB = (2 × 50) cm = 100 cm. \ Area = 211 × 48 × 100 cm = 2400 cm22 AC BD ××= A B D C O
qa-3973,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,A diagonal of a rhombus is 6 cm. If its area is 24 cm2 then the length of each side of the rhombus is,A,1 246 24 8 cm.23 dd××= | = = OA = 4 cm and OB = 3 cm. \ 2 2 22( ) ( ) 4 3 5 cm.AB OA OB= + = += A B D C O
qa-3974,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"If each side of a rhombus is 20 metres and its shorter diagonal is three-fourths of its longer diagonal, then the area of this rhombus must be",C,"Let AC = x. Then, BD = 3 .4 x A B D C O So, 1 13and .22 28 xOA AC OB BD x== == ( ) 2 2 2 3() 28 xxAB OA OB 2 = += + 22 2 9 25 5 .4 64 64 8 xx xx=+= = 20 85 20 32 m.85 x x ×= | = = So, the length of diagonals are 32 m and 24 m. \ Area of the rhombus = 221 32 24 m 384 m .2 ×× ="
qa-3975,Arithmetical Ability,Area,critical,repeated_operator_fragment,The length of one diagonal of a rhombus is 80% of the other diagonal. The area of the rhombus is how many times the square of the length of the other diagonal?,A,2 1 21 80 4 .100 5 dd dd = × | = Area of rhombus = ( ) 22 12 2 2 1 14 2 .2 25 5 ddd d d=× × =
qa-3978,Arithmetical Ability,Area,critical,repeated_operator_fragment,"If the area of the trapezium whose parallel sides are 6 cm and 10 cm is 32 sq. cm, then the distance between the parallel sides is",B,"Let the required distance be x cm. Then, ( )1 6 10 32 4 cm.2 xx× + ×= | ="
qa-3979,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,The distance between the parallel sides of a trapezium = The distance between the mid-points of the slant sides = 4 cm. What is the area of the trapezium?,C,"Let ABCD be the given trapezium in which AB || CD, E is the mid-point of AD, F is the mid-point of BC. A H B D G C EF Then, 1 ( ) 2 (2 4) cm = 8 cm.2EF AB CD AB CD EF= + | + = =× \ Area of the trapezium = 1 ()2 AB CD GH+× = 221 8 4 cm 16 cm .2 ×× ="
qa-3980,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,ABCD is a rectangle and E and F are the mid-points of AD and DC respectively. Then the ratio of the areas of EDF and AEFC would be,B,"Let AD = x and DC = y. A B D F C E Then, AE = ED = and .22 xy DE FC== area (DEDF) = 1 .222 8 x y xy ×× = area (trap. AEFC) = area ( DADC) – area ( DEDF) = 3 .28 8 xy xy xy−= \ Required ratio = 3: 1 : 3.88 xy xy ="
qa-3981,Arithmetical Ability,Area,critical,concatenated_formula_numbers; raw_backslash_separator,"The area of a field in the shape of a trapezium measures 1440 m 2. The perpendicular distance between its parallel sides is 24 m. If the ratio of the parallel sides is 5 : 3, the length of the longer parallel side is",C,Area of field = ( ) 221 5 3 24 m (96 ) m .2 xx x ×+× = \ 96 x = 1440 1440 15.96xx | = | = Longer side of field = 5 × 15 = 75 m
qa-3982,Arithmetical Ability,Area,critical,repeated_operator_fragment,"The cross-section of a canal is trapezium in shape. The canal is 12 m wide at the top and 8 m wide at the bottom. If the area of the cross-section is 840 sq. m, the depth of the canal is",D,1 2 (sum of parallel sides) × depth = Its area 1 (12 8) 840 84 m.2 dd | + ×= | =
qa-3986,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,The diameter of a circle is 3.5 cm. What is the circumference of the circle?,A,Radius = 3.5 7cm = cm.24 \ Circumference = 22 72 × × cm = 11 cm.74
qa-3987,Arithmetical Ability,Area,critical,repeated_operator_fragment,The area of a circle of radius 5 is numerically what percent of its circumference?,D,2(5)Required% 100 % 250%.25 π×= ×= π×
qa-3988,Arithmetical Ability,Area,critical,repeated_operator_fragment,A man runs round a circular field of radius 50 m at the speed of 12 km / hr. What is the time taken by the man to take twenty rounds of the field?,D,5 10Speed 12 km/hr 12 m/s m/s.18 3 = =× = 22 44000Distance covered 20 2 50 m m. 77 = ×× × = Time taken = Distance 4400 3 4400 3 1 220 min minSpeed 7 10 7 60 7 331 min.7 s × = ×= × = =
qa-3989,Arithmetical Ability,Area,critical,repeated_operator_fragment; concatenated_formula_numbers; raw_backslash_separator,"From a circular sheet of paper with radius 20 cm, four circles of radius 5 cm each are cut out. What is the ratio of the uncut to the cut portion?",B,Area of the cut portion = 2222 22004 × × 5 × 5 cm = cm .77 Area of the uncut portion = 222 220020 20 cm77 ×× − = 228800 2200 6600– cm = cm .77 7 \ Required ratio = =6600 2200: 3 : 1.77
qa-3991,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"A circle and a rectangle have the same perimeter. The sides of the rectangle are 18 cm and 26 cm. What is the area of the circle? (M.A.T., 2005)",E,2 πR = 2 ( l + b) | 2 πR = 2 (26 + 18) cm | 88R 7 14 cm.2 22 = ×= × \ 2 2222Area of the circle R 14 14 cm 616 cm .7 =π = × × =
qa-3992,Arithmetical Ability,Area,review,raw_backslash_separator; dense_number_sequence,The area of a circular field is equal to the area of a rectangular field. The ratio of the length and the breadth of the rectangular field is 14 : 11 respectively and perimeter is 100 metres. What is the diameter of the circular field?,D,"2(14x + 11 x) = 100 | 25 x = 50 | x = 2. So, length and breadth of the rectangular field are 28 m and 22 m respectively. Area of the circle = Area of the rectangular field = (28 × 22) m 2 = 616 m 2. Let the radius of the circle be r meters. Then, 2222 616 7616 196 14 m.7 22rr r ×× = | = = | = \ Diameter = (2 × 14) m= 28 m."
qa-3993,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"The circumference of a circle, whose area is 24.64 m2, is",C,22 24.6424.64 7 7.84 7.84 2.8cm.22RR Rπ = | = × = | = = \ 22Circumference 2 2.8 cm 17.60 m.7 =×× =
qa-3994,Arithmetical Ability,Area,critical,repeated_operator_fragment; concatenated_formula_numbers; raw_backslash_separator; dense_number_sequence,What will be the cost of building a fence around a circular field with area equal to 18634 sq. metres if the cost of building the fence per metre is ₹ 365?,A,22 718634 18634 5929 77 m.22RR Rπ = | = × = | = Circumference = 222 × × 77 m = 484 m.7 \ Cost of fencing = ₹ (365 × 484) = ₹ 176660.
qa-3996,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,What is the area of a circle whose circumference is 1047.2 metres?,E,1047.2 72 1047.2 166.6 m.2 22RR ×π= | = = × \ Area = 2 2222 166.6 166.6 m 87231.76 m .7R π= × × =
qa-3997,Arithmetical Ability,Area,review,raw_backslash_separator; dense_number_sequence,The circumferences of two circles are 132 metres and 176 metres respectively. What is the difference between the area of the larger circle and the smaller circle?,C,11 132 72 132 21 m.2 22RR ×π= | = = × 22 176 72 176 28 m.2 22RR ×π= | = = × \ Required difference = 22 2 1 2 12 1( ) ( )( )R R R RR Rπ − =π + − = 2222 49 7 m = 1078 m .7 ××
qa-3998,Arithmetical Ability,Area,review,raw_backslash_separator,Cost of fencing a circular plot at the rate of ₹ 15 per metre is ₹ 3300. What will be the cost of flooring the plot at the rate of ₹ 100 per square metre?,C,Circumference of the plot = 3300 m = 220 m.15 2 220Rπ= 220 7 35 m.2 22R × | = = × Area of the plot = 2222 35 35 m 3850 m .7 ×× = \ Cost of flooring = ₹ (3850 × 100) = ₹ 385000.
qa-4000,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,The magnitude of the area of a circle is seven times that of its circumference. What is the circumference (in units) of the circle?,A,πR2 = 7 × (2 πR) | R = 14. \ Circumference = 222 × × 14 units = 88 units.7
qa-4001,Arithmetical Ability,Area,review,raw_backslash_separator,The difference between the circumference and the radius of a circle is 37 cm. The area of the circle is,C,442 37 1 37 7.7RR R Rπ − = | − = | = \ 2222Area of the circle 7 7 cm 154 cm .7 = ×× =
qa-4005,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"The radius of a circle is 20% more than the height of a right-angled triangle. The base of the triangle is 36 cm. If the area of triangle and circle be equal, what will be the area of circle?",A,"Let the height of the triangle be x cm. Then, radius of the circle = (120 % of x) cm = 6 cm.5 x \ 18 7 5 51 22 6 636 cm.2 7 5 5 2 266 xxxx ×××× ×= × × | = ×× So, radius of the circle = 1 8×7×5×56 105× cm = cm.5 22 × 6 × 6 22 \ Area of the circle = 2222 105 105 1575× × cm = cm7 22 22 22 = 7 1 . 6 c m2 ≈ 72 cm 2."
qa-4006,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"A circular pond has area equal to 616 m 2. A circular stage is made at the centre of the pond whose radius is equal to half the radius of the pond. What is the area where water is present? (R.R.B., 2008 )",B,"Let the radius of the pond be R metres. Then, πR2 = 616 | 2 616 7 196 14 m.22RR ×= = | = Radius of the stage = 14 m = 7m2 . \ Area where water is present = 22 2 222(14 7 ) 21 7 m = 462 m .7 π − = ××"
qa-4007,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"Between a square of perimeter 44 cm and a circle of circumference 44 cm, which figure has larger area and by how much?",C,44Side of the square cm 11 cm.4== 22Area of the square (11 11) cm 121 cm .=× = 222 44 2 44 7 cm. 7R RRπ = | ×× = | = 2 22 22Area of circle 7 7 cm 154 cm .7R =π = × × = \ Area of the circle is larger by 33 cm 2.
qa-4008,Arithmetical Ability,Area,review,raw_backslash_separator,"The perimeter of a circular field and a square field are equal. If the area of the square field is 12100 m 2, the area of the circular field will be (R.R.B., 2006 )",C,Side of the square field = 12100 m 110 m.= Perimeter of the circular field = Perimeter of the square field = (4 × 110) m = 440 m. 440 72 440 70 m.2 22RR ×π= | = = × \ Area of the circular field = 2222 × 70 × 70 m = 15400 m7
qa-4009,Arithmetical Ability,Area,critical,concatenated_formula_numbers; raw_backslash_separator; dense_number_sequence,If the perimeter of a square is equal to the radius of a circle whose area is 39424 sq. m. What is the are area of the square?,B,"Let the radius of the circle be R cm. Then , 22 739424 39424 12544 112 cm.22RR Rπ= | = × = | = Perimeter of the square = 112 cm. Side of the square = 112 cm = 28 cm.4 \ Area of the square = (28 × 28) cm 2 = 784 cm 2."
qa-4010,Arithmetical Ability,Area,critical,repeated_operator_fragment,"A wire can be bent in the form of a circle of radius 56 cm. If it is bent in the form of a square, then its area will be (R.R.B., 2002 )",C,Length of wire = 222 2 56 cm 352 cm.7R π× = × × = Side of the square = 352 cm= 88 cm.4 Area of the square = (88 × 88) cm 2 = 7744 cm 2.
qa-4011,Arithmetical Ability,Area,review,raw_backslash_separator,The circumference of a circle is equal to the side of a square whose area measures 407044 sq. cm. What is the area of the circle?,B,"Area of the square = 407044 cm 2. Side of the square = 407044 cm = 638 cm. Circumference of circle = 638 cm. Let the radius of the circle be R cm. Then, 638 72 638 101.5 .cm2 22RR ×π= | = = × \ Area of the circle = 2222 101.5 101.5 cm 32378.5 cm .7 ×× ="
qa-4012,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,A wire when bent in the form of a square encloses an area of 484 sq. cm. What will be the enclosed area when the same wire is bent into the form of a circle?,C,Side of the square 484 cm 22 cm.== Perimeter of the square = (22 × 4) cm = 88 cm. 22 72 88 2 88 88 14 cm.7 44R RR π = | × × = | = ×= \ 2 2222Required area 14 14 cm 616 cm .7R =π = × × =
qa-4013,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,A circular wire of diameter 42 cm is bent in the form of a rectangle whose sides are in the ratio 6 : 5. The area of the rectangle is,B,"22Length of wire 2 2 21 cm 132 cm.7R =π = × × = Perimeter of rectangle = 2 (6 x + 5x) cm = 22 x cm. \ 22 x = 132 | x = 6. So, the sides of the rectangle are 36 cm and 30 cm. \ Area of the rectangle = (36 × 30) cm 2 = 1080 cm 2."
qa-4014,Arithmetical Ability,Area,critical,concatenated_formula_numbers; dense_number_sequence,"A square lawn with side 100 m long has a circular flower bed in the centre. If the area of the lawn, excluding the flower bed, is 8614 m 2, the radius of the circular flower bed is",A,"Area of the flower bed = [(100 × 100) – 8614] m 2 = 1 3 8 6 m 2. Let the radius of the circular flower bed be R metres. Then, 22 1386 71386 441 21 m.22RR R ×π = | = = | ="
qa-4015,Arithmetical Ability,Area,review,raw_backslash_separator,"There is a rectangular tank of length 180 m and breadth 120 m in a circular field. If the area of the land portion of the field is 40000 m 2, what is the radius of the field?",C,Total area of the field = [(180 × 120) + 40000] m 2 = (21600 + 40000) m 2 = 61600 m 2. \ πR2 = 61600 | R2 = 761600 (400 7 7) m22 × = ×× | R = (20 × 7) m = 140 m.
qa-4016,Arithmetical Ability,Area,review,dense_number_sequence,"If the ratio between the areas of two circles is 4 : 1 then the ratio between their radii will be (P.C.S., 2008)",B,22 111 22 222 442 .111 RRR RRR π = | = | = π
qa-4017,Arithmetical Ability,Area,critical,repeated_operator_fragment,"The areas of two circular fields are in the ratio 16 : 49. If the radius of the latter is 14 m, then what is the radius of the former? (IGNOU, 2003 )",B,2 1 2 2 16 49 R R π = π | 2 1 16 (14 14) 49 R =× | 2 1 14 14 16 49R ××= | 1 14 4 8 m.7R ×==
qa-4018,Arithmetical Ability,Area,critical,repeated_operator_fragment,"The ratio of the radii of two circles is 3 : 2. What is the ratio of their circumferences? (S.S.C., 2010)",B,"Let the radii of the two circles be 3 r and 2 r respectively, Then, required ratio = 2 (3 ) 3 3:2 .2 (2 ) 2 r r π ==π"
qa-4019,Arithmetical Ability,Area,critical,repeated_operator_fragment,The ratio of the radii of two circles is 1 : 3. Then the ratio of their areas is,C,"Let the radii of the two circles be r and 3 r respectively. Then, required ratio = 22 22 1 : 9. (3 ) 9 rr rr ππ == ππ"
qa-4022,Arithmetical Ability,Area,review,raw_backslash_separator,A circle and a square have the same area. The ratio of the side of the square and the radius of the circle is,B,"Let the area of each of the circle and the square be x sq.units. Let the radius of the circle be r units and the side of the square be a unit. Then, 2 .xr xrπ = | = π And, 2 .a xa x= | = \ Required ratio = : 1.x x =π π"
qa-4024,Arithmetical Ability,Area,critical,repeated_operator_fragment,The diameter of a wheel is 1.26 m. How far will it travel in 500 revolutions?,B,Distance covered in 1 revolution 2 R=π = 22 992 0.63 m m.7 25 ×× = ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ = 99 500 m 1980 m.25 ×=
qa-4026,Arithmetical Ability,Area,review,raw_backslash_separator,The diameter of the driving wheel of a bus is 140 cm. How many revolutions per minute must the wheel make in order to keep a speed of 66 km per hour?,B,Distance covered in 1 revolution = 222 70 cm = 440 cm.7 ×× Number of revolutions made in 1 hr = 66 1000 100 15000.440 ×× = \ Number of revolutions per minute = 15000 250.60 =
qa-4027,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"If the wheel of the engine of a train 24 7 metres in circumference makes 7 revolutions in 4 seconds, then the speed (in km/hr) of the train is (G.B.O., 2007)",A,Distance covered in 4 sec = 30 7 m 30 m.7 ×= Distance covered in 1 sec = 30 4 30 15Distance covered in 1 revolution = m m.42 = \ Required speed = 15 15 18m/s = × km/hr = 27 km/hr.2 25
qa-4028,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"The radius of the wheel of a vehicle is 70 cm. The wheel makes 10 revolutions in 5 seconds. The speed of the vehicle is (M.B.A., 2008)",B,Distance covered in 5 sec = 222 70 10 cm7 × ×× = 4 4 0 0 c m = 4 4 m . Distance covered in 1 sec = 44 m = 8.8 m.5 \ Speed = 8.8 m/sec = 188.8 km/hr5 × = 31.68 km/hr.
qa-4029,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,The diameter of a cycle wheel is 70 cm. A cyclist takes 30 hours to reach a destination at the speed of 22 km/hr. How many revolutions will the wheel make during this journey?,A,Distance covered in 1 revolution = 222 × × 35 cm = 220 cm.7 Total distance covered by the wheel = (22 × 30) km = 660 km. \ Number of revolutions made by the wheel = 660 1000 100 300000.220 ×× =
qa-4030,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"Wheels of diameters 7 cm and 14 cm start rolling simultaneously from X and Y, which are 1980 cm apart, towards each other in opposite directions. Both of them make the same number of revolutions per second. If both of them meet after 10 seconds, the speed of the smaller wheel is (M.A.T., 2005)",A,"Let each wheel make x revolutions per sec. Then, 72 (2 7 ) 10 19802 xx π× × + π× × × = | 22 227 2 7 19877 xx ×× + × ×× = | 6 6x = 198 | x = 3. Distance moved by smaller wheel in 3 revolutions = × ×× 22 723 72 cm = 66 cm. \ = 66Speed of smaller wheel cm/s = 22 cm/s.3"
qa-4031,Arithmetical Ability,Area,review,raw_backslash_separator,"A toothed wheel of diameter 50 cm is attached to a smaller wheel of diameter 30 cm. How many revolutions will the smaller wheel make when the larger one makes 15 revolutions? (M.B.A., 2005, 2007 )",C,"Distance covered by smaller wheel in 1 revolution = (2 π × 15) cm = (30 π) cm. Distance covered by larger wheel in 1 revolution = (2 π × 25) cm = (50 π) cm. 15 50Let 30 15 50 . Then, 25.30kk ×π×π = ×π = = π \ Required number of revolutions = 25."
